product_id,product_category_name
P11798,watches_gifts
P3220,toys
P6899,christmas_supplies
P83,stationery
P26622,perfumery
P29170,bed_bath_table
P27496,garden_tools
P20396,baby
P18345,home_construction
P3002,health_beauty
P25639,furniture_decor
P7455,construction_tools_safety
P14764,cool_stuff
P13823,home_appliances
P9059,housewares
P24505,furniture_decor
P9022,computers_accessories
P940,health_beauty
P27583,stationery
P18791,bed_bath_table
P18069,garden_tools
P17621,auto
P5962,perfumery
P29587,toys
P9295,computers_accessories
P11473,cool_stuff
P706,furniture_decor
P2239,bed_bath_table
P5782,office_furniture
P3412,housewares
P12744,pet_shop
P2492,health_beauty
P1905,baby
P24290,musical_instruments
P20238,health_beauty
P17431,bed_bath_table
P17003,sports_leisure
P26450,bed_bath_table
P9664,home_construction
P660,musical_instruments
P21965,perfumery
P16781,furniture_decor
P3910,office_furniture
P18646,computers_accessories
P13350,watches_gifts
P4113,bed_bath_table
P22888,computers_accessories
P20719,furniture_decor
P30762,furniture_decor
P13623,auto
P5496,toys
P22596,auto
P29070,watches_gifts
P21395,computers_accessories
P6565,sports_leisure
P5481,consoles_games
P629,bed_bath_table
P11577,toys
P14509,furniture_decor
P19571,stationery
P17218,toys
P30667,bed_bath_table
P4110,garden_tools
P7880,stationery
P18154,sports_leisure
P31453,auto
P7939,sports_leisure
P29908,auto
P23577,telephony
P29004,stationery
P9007,housewares
P644,housewares
P26290,pet_shop
P29439,sports_leisure
P12277,sports_leisure
P8656,bed_bath_table
P27700,bed_bath_table
P1871,health_beauty
P77,perfumery
P14092,pet_shop
P30246,furniture_mattress_and_upholstery
P24851,computers_accessories
P1302,sports_leisure
P24061,health_beauty
P10604,computers_accessories
P15355,bed_bath_table
P19287,computers_accessories
P175,health_beauty
P5345,bed_bath_table
P29213,bed_bath_table
P23791,auto
P14966,baby
P21850,toys
P18860,electronics
P11190,pet_shop
P2049,baby
P4499,home_appliances
P29059,toys
P27280,furniture_decor
P6525,baby
P24801,furniture_decor
P14600,fashion_bags_accessories
P23554,garden_tools
P26750,baby
P18467,fashion_underwear_beach
P8001,health_beauty
P28822,furniture_decor
P16324,watches_gifts
P21262,bed_bath_table
P26735,housewares
P6123,auto
P31085,stationery
P15058,bed_bath_table
P31307,bed_bath_table
P15890,baby
P15933,watches_gifts
P27128,housewares
P8384,toys
P31536,furniture_decor
P29142,fashion_bags_accessories
P4298,health_beauty
P22960,luggage_accessories
P11331,cool_stuff
P28965,home_appliances
P4597,stationery
P7861,bed_bath_table
P2242,furniture_decor
P6016,computers_accessories
P25560,luggage_accessories
P15652,stationery
P19098,health_beauty
P29184,sports_leisure
P12534,toys
P11600,sports_leisure
P13869,fashion_shoes
P16252,health_beauty
P6777,bed_bath_table
P3298,computers_accessories
P26782,sports_leisure
P24147,books_general_interest
P18250,telephony
P11897,housewares
P18575,construction_tools_safety
P18739,sports_leisure
P11758,small_appliances
P19556,furniture_decor
P9214,baby
P6644,auto
P11270,perfumery
P18979,bed_bath_table
P9710,pet_shop
P21949,pet_shop
P10392,baby
P23687,perfumery
P7811,home_appliances
P23036,toys
P27366,fashion_male_clothing
P26200,small_appliances
P28150,health_beauty
P11508,toys
P25085,watches_gifts
P4687,housewares
P17210,telephony
P6561,pet_shop
P7112,computers_accessories
P18165,health_beauty
P11742,housewares
P30183,home_confort
P16280,home_confort
P7813,auto
P24665,stationery
P31285,consoles_games
P31457,pet_shop
P17570,furniture_decor
P9748,home_construction
P20900,telephony
P4006,health_beauty
P22288,sports_leisure
P5945,toys
P23411,home_construction
P21762,housewares
P27229,sports_leisure
P8539,toys
P22785,perfumery
P18044,cool_stuff
P22412,home_appliances_2
P15311,cool_stuff
P16730,housewares
P5089,garden_tools
P11910,perfumery
P26980,stationery
P1225,sports_leisure
P17565,health_beauty
P2072,signaling_and_security
P12444,housewares
P9031,bed_bath_table
P15414,small_appliances
P26147,computers_accessories
P22231,auto
P22095,furniture_decor
P27478,watches_gifts
P25269,consoles_games
P21336,health_beauty
P27487,perfumery
P9681,electronics
P11893,watches_gifts
P1022,books_general_interest
P17548,computers_accessories
P15974,pet_shop
P4365,perfumery
P15365,furniture_decor
P19815,furniture_living_room
P25187,bed_bath_table
P18202,bed_bath_table
P5838,watches_gifts
P27372,health_beauty
P14925,furniture_decor
P8735,furniture_decor
P4533,telephony
P19281,health_beauty
P12428,bed_bath_table
P20443,housewares
P4453,auto
P1338,auto
P29000,garden_tools
P28333,perfumery
P31060,sports_leisure
P7676,toys
P23144,stationery
P17320,housewares
P31341,home_construction
P1596,bed_bath_table
P5331,computers_accessories
P27014,toys
P11581,housewares
P30030,baby
P17141,home_appliances
P3845,toys
P7499,baby
P18432,auto
P31525,toys
P1165,health_beauty
P25287,costruction_tools_garden
P4381,costruction_tools_garden
P5689,furniture_living_room
P25668,furniture_decor
P11012,telephony
P19418,housewares
P2823,fashion_shoes
P4889,furniture_living_room
P7140,fashion_bags_accessories
P31054,sports_leisure
P28761,watches_gifts
P17381,health_beauty
P20428,garden_tools
P4173,sports_leisure
P15133,furniture_decor
P10954,housewares
P18692,housewares
P11181,health_beauty
P27393,construction_tools_construction
P24617,auto
P27655,market_place
P16479,sports_leisure
P1598,musical_instruments
P9671,fashion_bags_accessories
P23656,bed_bath_table
P2224,furniture_decor
P22113,home_appliances_2
P13418,small_appliances
P27593,furniture_decor
P31567,small_appliances_home_oven_and_coffee
P14585,bed_bath_table
P7275,toys
P23920,health_beauty
P16889,computers_accessories
P8367,home_confort
P15277,bed_bath_table
P18073,housewares
P12643,small_appliances
P1828,housewares
P26607,baby
P24902,housewares
P21634,telephony
P11510,toys
P25172,bed_bath_table
P24503,bed_bath_table
P1957,bed_bath_table
P20963,telephony
P18462,bed_bath_table
P29278,bed_bath_table
P13674,pet_shop
P14718,flowers
P13568,furniture_decor
P21139,bed_bath_table
P21479,cool_stuff
P4059,perfumery
P18246,bed_bath_table
P14017,bed_bath_table
P25688,cool_stuff
P9955,furniture_decor
P30407,fashion_bags_accessories
P2228,furniture_decor
P24084,computers_accessories
P26022,health_beauty
P21367,costruction_tools_tools
P10224,luggage_accessories
P23610,housewares
P21727,watches_gifts
P25469,furniture_decor
P1160,auto
P24132,electronics
P19797,bed_bath_table
P930,computers_accessories
P10389,fashion_bags_accessories
P31067,health_beauty
P31452,furniture_living_room
P9996,cool_stuff
P8698,toys
P25276,baby
P7787,pet_shop
P21195,fashion_male_clothing
P22658,computers_accessories
P10311,pet_shop
P26163,stationery
P11441,sports_leisure
P28341,bed_bath_table
P15660,office_furniture
P7358,telephony
P29565,cool_stuff
P11756,housewares
P16221,cool_stuff
P728,watches_gifts
P2735,small_appliances
P4591,sports_leisure
P18141,costruction_tools_tools
P19314,sports_leisure
P12349,sports_leisure
P26854,bed_bath_table
P3470,bed_bath_table
P20041,furniture_decor
P3904,telephony
P28809,air_conditioning
P15391,health_beauty
P10750,housewares
P26154,telephony
P1462,perfumery
P24322,office_furniture
P26006,home_appliances_2
P18438,telephony
P9104,furniture_decor
P10437,watches_gifts
P11460,telephony
P8140,bed_bath_table
P25336,consoles_games
P6414,housewares
P24079,home_appliances_2
P19764,health_beauty
P23766,bed_bath_table
P20138,bed_bath_table
P28058,books_general_interest
P5383,auto
P7926,books_technical
P150,computers_accessories
P19430,toys
P13779,telephony
P19751,watches_gifts
P6301,fashion_underwear_beach
P12126,sports_leisure
P5827,home_confort
P28323,electronics
P24256,bed_bath_table
P10565,sports_leisure
P19937,auto
P31347,toys
P4242,baby
P20880,stationery
P13257,garden_tools
P1112,fashio_female_clothing
P4489,auto
P11253,furniture_decor
P11619,health_beauty
P19174,furniture_decor
P19471,bed_bath_table
P28192,housewares
P31204,telephony
P24549,sports_leisure
P7420,perfumery
P19027,sports_leisure
P9220,health_beauty
P26379,electronics
P30083,housewares
P9854,luggage_accessories
P25473,sports_leisure
P14027,bed_bath_table
P11837,housewares
P1111,health_beauty
P16907,sports_leisure
P8455,sports_leisure
P14422,office_furniture
P17022,home_confort
P31403,bed_bath_table
P18309,sports_leisure
P12938,housewares
P8313,bed_bath_table
P17650,stationery
P31346,watches_gifts
P8003,diapers_and_hygiene
P14970,auto
P17311,auto
P28726,stationery
P6043,construction_tools_construction
P25383,home_appliances
P6180,sports_leisure
P29965,bed_bath_table
P5241,telephony
P12996,office_furniture
P9887,pet_shop
P21699,consoles_games
P25879,auto
P23461,sports_leisure
P23257,perfumery
P21116,health_beauty
P23584,housewares
P29645,baby
P429,computers_accessories
P2999,baby
P18198,telephony
P17184,housewares
P7076,auto
P8402,auto
P15805,consoles_games
P2398,auto
P28581,computers_accessories
P16115,small_appliances_home_oven_and_coffee
P16165,baby
P21987,consoles_games
P4372,sports_leisure
P15228,fashion_bags_accessories
P1504,watches_gifts
P20111,musical_instruments
P25999,garden_tools
P8644,watches_gifts
P30679,sports_leisure
P21587,fashion_shoes
P11597,housewares
P9239,sports_leisure
P24376,bed_bath_table
P6193,sports_leisure
P6152,computers_accessories
P19814,housewares
P162,pet_shop
P18070,stationery
P28393,sports_leisure
P12103,baby
P17307,perfumery
P14986,bed_bath_table
P19601,sports_leisure
P7488,christmas_supplies
P28637,watches_gifts
P20265,furniture_decor
P26392,fashion_bags_accessories
P6921,fashion_bags_accessories
P14376,furniture_decor
P15227,health_beauty
P14077,fashion_bags_accessories
P28663,health_beauty
P9372,health_beauty
P12577,dvds_blu_ray
P28922,furniture_decor
P30841,furniture_decor
P2729,health_beauty
P6808,telephony
P26352,sports_leisure
P28668,home_appliances
P17325,signaling_and_security
P27932,furniture_decor
P21773,garden_tools
P23824,health_beauty
P8488,baby
P6188,housewares
P14644,housewares
P9489,garden_tools
P19168,housewares
P31150,auto
P19072,bed_bath_table
P4102,consoles_games
P23606,auto
P6151,furniture_decor
P25092,garden_tools
P2392,sports_leisure
P3238,perfumery
P1973,office_furniture
P2897,health_beauty
P3909,consoles_games
P13334,musical_instruments
P15025,health_beauty
P9323,sports_leisure
P2039,sports_leisure
P4118,auto
P10166,bed_bath_table
P3926,furniture_decor
P21503,consoles_games
P25765,fashion_male_clothing
P9925,cool_stuff
P8312,stationery
P11343,garden_tools
P28057,auto
P16679,bed_bath_table
P4206,health_beauty
P17426,housewares
P11750,toys
P10703,cool_stuff
P23931,housewares
P16101,cool_stuff
P24336,computers_accessories
P1077,baby
P2130,construction_tools_construction
P2709,toys
P15496,sports_leisure
P781,home_appliances
P13548,drinks
P2653,garden_tools
P26553,sports_leisure
P1496,baby
P19825,sports_leisure
P19135,sports_leisure
P25959,bed_bath_table
P7423,cool_stuff
P16495,health_beauty
P28028,housewares
P19549,auto
P10539,air_conditioning
P11321,furniture_decor
P637,cool_stuff
P15620,sports_leisure
P8121,fashion_bags_accessories
P10785,fashion_bags_accessories
P20326,bed_bath_table
P11696,home_confort
P9136,cool_stuff
P17823,toys
P15095,fashion_underwear_beach
P30355,auto
P12419,bed_bath_table
P31147,sports_leisure
P10781,computers_accessories
P25036,watches_gifts
P22165,home_confort
P470,housewares
P21599,sports_leisure
P20699,furniture_decor
P28241,cool_stuff
P25789,auto
P11882,housewares
P7869,bed_bath_table
P23754,sports_leisure
P30389,fashion_bags_accessories
P16429,auto
P8977,computers_accessories
P26726,sports_leisure
P8789,construction_tools_construction
P29323,computers_accessories
P10623,small_appliances
P28232,stationery
P4496,perfumery
P13913,fashion_bags_accessories
P5129,pet_shop
P24180,perfumery
P17328,computers_accessories
P18905,cool_stuff
P6662,perfumery
P13144,auto
P18824,stationery
P30214,auto
P19784,bed_bath_table
P27632,housewares
P11589,bed_bath_table
P7073,computers_accessories
P11161,watches_gifts
P28143,fashion_bags_accessories
P819,watches_gifts
P24602,furniture_decor
P8454,bed_bath_table
P2273,garden_tools
P21761,computers_accessories
P225,computers_accessories
P8587,computers_accessories
P6893,electronics
P20223,bed_bath_table
P17911,garden_tools
P1668,fashion_bags_accessories
P28348,baby
P4433,health_beauty
P2728,sports_leisure
P5162,telephony
P21948,bed_bath_table
P3719,construction_tools_construction
P3205,bed_bath_table
P3538,bed_bath_table
P7997,stationery
P4208,bed_bath_table
P11502,home_appliances
P29326,electronics
P2879,perfumery
P6059,toys
P13761,bed_bath_table
P5895,pet_shop
P23980,computers_accessories
P657,garden_tools
P17430,consoles_games
P12229,auto
P12333,computers_accessories
P1506,sports_leisure
P3877,auto
P30478,sports_leisure
P17912,stationery
P27793,housewares
P26057,toys
P12255,watches_gifts
P11635,drinks
P26437,furniture_decor
P29625,furniture_decor
P13316,telephony
P21868,sports_leisure
P25564,housewares
P28155,sports_leisure
P2307,fashion_bags_accessories
P16199,home_appliances
P30826,auto
P4310,cool_stuff
P7043,telephony
P18444,garden_tools
P2426,computers_accessories
P15976,health_beauty
P18182,watches_gifts
P16353,sports_leisure
P20713,sports_leisure
P20100,garden_tools
P16185,toys
P9004,sports_leisure
P7943,garden_tools
P6440,watches_gifts
P19205,auto
P26115,health_beauty
P22593,health_beauty
P20761,health_beauty
P11379,toys
P28636,auto
P3793,agro_industry_and_commerce
P11274,stationery
P11541,construction_tools_lights
P4647,auto
P25546,construction_tools_construction
P27111,stationery
P24283,bed_bath_table
P3333,baby
P8728,consoles_games
P29582,health_beauty
P26047,health_beauty
P17970,books_general_interest
P13755,furniture_decor
P28907,health_beauty
P29840,health_beauty
P14498,health_beauty
P28875,toys
P25407,telephony
P27581,bed_bath_table
P28878,auto
P9651,fashion_shoes
P797,perfumery
P19561,health_beauty
P30232,sports_leisure
P18837,sports_leisure
P28504,sports_leisure
P1982,costruction_tools_garden
P21131,sports_leisure
P13910,fashion_bags_accessories
P27958,health_beauty
P7742,toys
P20756,furniture_decor
P3674,pet_shop
P22456,housewares
P16715,computers_accessories
P12970,bed_bath_table
P22895,kitchen_dining_laundry_garden_furniture
P19376,bed_bath_table
P22550,baby
P29700,toys
P7033,home_appliances_2
P22870,auto
P2877,sports_leisure
P576,health_beauty
P6786,bed_bath_table
P24723,health_beauty
P12839,furniture_decor
P29783,housewares
P19282,bed_bath_table
P10760,sports_leisure
P7041,perfumery
P3928,sports_leisure
P16372,housewares
P17710,computers_accessories
P18501,computers_accessories
P16175,perfumery
P5020,health_beauty
P1566,bed_bath_table
P9801,drinks
P19719,books_general_interest
P24824,toys
P9770,consoles_games
P16527,consoles_games
P9783,pet_shop
P12688,baby
P28420,furniture_decor
P14583,housewares
P16051,telephony
P2612,bed_bath_table
P19340,sports_leisure
P30212,sports_leisure
P13445,furniture_decor
P11668,housewares
P21764,furniture_decor
P298,housewares
P22195,cool_stuff
P29276,sports_leisure
P27968,pet_shop
P12494,watches_gifts
P17168,bed_bath_table
P26351,baby
P25366,fashion_bags_accessories
P19576,housewares
P19679,costruction_tools_garden
P29540,watches_gifts
P18855,books_imported
P29033,musical_instruments
P29693,cool_stuff
P16295,bed_bath_table
P11238,health_beauty
P23518,health_beauty
P17560,construction_tools_lights
P24108,sports_leisure
P23841,watches_gifts
P19490,housewares
P22814,cool_stuff
P8217,bed_bath_table
P1543,auto
P1275,telephony
P17144,books_technical
P27635,bed_bath_table
P11172,computers_accessories
P22291,pet_shop
P11264,auto
P18286,baby
P22782,sports_leisure
P27960,health_beauty
P15809,telephony
P15704,furniture_decor
P31038,computers_accessories
P837,health_beauty
P3209,computers_accessories
P20987,sports_leisure
P20991,garden_tools
P24582,watches_gifts
P30220,toys
P26958,bed_bath_table
P21429,housewares
P5673,housewares
P6794,bed_bath_table
P11102,construction_tools_construction
P17196,baby
P20286,baby
P987,toys
P19978,furniture_decor
P20242,computers_accessories
P25883,sports_leisure
P12968,computers_accessories
P20498,garden_tools
P29412,furniture_decor
P25557,toys
P4176,housewares
P182,sports_leisure
P11479,bed_bath_table
P11506,bed_bath_table
P2808,luggage_accessories
P9648,office_furniture
P9444,auto
P21576,books_general_interest
P27305,telephony
P7229,home_construction
P22610,housewares
P1156,health_beauty
P4432,bed_bath_table
P11036,sports_leisure
P14680,auto
P11197,pet_shop
P7264,pet_shop
P6344,home_appliances
P16719,sports_leisure
P3715,perfumery
P17125,health_beauty
P25928,construction_tools_lights
P18661,cool_stuff
P28548,telephony
P24604,furniture_decor
P5659,health_beauty
P25127,consoles_games
P10393,bed_bath_table
P27935,construction_tools_construction
P3272,auto
P15183,housewares
P27719,toys
P226,baby
P842,sports_leisure
P4216,health_beauty
P20551,sports_leisure
P20360,baby
P5567,electronics
P19565,furniture_decor
P10740,bed_bath_table
P22503,baby
P15336,housewares
P10683,luggage_accessories
P19451,small_appliances
P31069,bed_bath_table
P18318,bed_bath_table
P18794,cool_stuff
P13829,housewares
P11561,sports_leisure
P14359,housewares
P17363,housewares
P24337,housewares
P28275,computers
P19874,stationery
P21144,cool_stuff
P8199,health_beauty
P17552,air_conditioning
P24601,sports_leisure
P2765,housewares
P15744,health_beauty
P6441,sports_leisure
P14984,stationery
P2349,auto
P8207,fashion_bags_accessories
P21572,computers_accessories
P5621,luggage_accessories
P14401,auto
P27075,sports_leisure
P20768,furniture_decor
P16447,garden_tools
P30871,sports_leisure
P14028,pet_shop
P985,costruction_tools_garden
P16997,baby
P4830,bed_bath_table
P24223,health_beauty
P26195,computers_accessories
P7332,baby
P6688,sports_leisure
P19225,stationery
P2192,watches_gifts
P17403,bed_bath_table
P6117,health_beauty
P15268,sports_leisure
P5680,sports_leisure
P5435,computers_accessories
P3848,watches_gifts
P25282,party_supplies
P21902,bed_bath_table
P8838,furniture_decor
P10425,furniture_decor
P25990,housewares
P2838,housewares
P1979,bed_bath_table
P25651,home_appliances
P14991,construction_tools_lights
P26970,drinks
P11877,health_beauty
P15137,health_beauty
P10221,health_beauty
P12471,health_beauty
P14039,office_furniture
P29653,construction_tools_construction
P31605,consoles_games
P4034,computers_accessories
P2258,stationery
P6051,housewares
P6623,toys
P5696,baby
P23805,garden_tools
P7827,sports_leisure
P13708,musical_instruments
P27630,telephony
P510,stationery
P26286,baby
P5436,health_beauty
P4506,baby
P29365,perfumery
P29339,computers_accessories
P265,pet_shop
P12143,perfumery
P21589,housewares
P9947,telephony
P8615,bed_bath_table
P19317,housewares
P936,toys
P3168,fashion_bags_accessories
P21260,baby
P17273,furniture_living_room
P14074,furniture_decor
P12897,bed_bath_table
P2473,watches_gifts
P27413,christmas_supplies
P7557,furniture_decor
P15123,computers_accessories
P14874,auto
P20816,auto
P29209,furniture_decor
P29420,home_construction
P18269,sports_leisure
P20439,computers_accessories
P9240,bed_bath_table
P23721,bed_bath_table
P15815,garden_tools
P10812,housewares
P17735,baby
P18929,telephony
P7227,audio
P19530,sports_leisure
P1656,toys
P29480,housewares
P26334,furniture_decor
P6537,sports_leisure
P19197,telephony
P10962,sports_leisure
P30,sports_leisure
P17730,auto
P24768,fashion_bags_accessories
P20993,housewares
P14300,health_beauty
P12258,housewares
P21197,construction_tools_construction
P10892,housewares
P16832,electronics
P812,furniture_decor
P21556,cool_stuff
P23299,health_beauty
P515,watches_gifts
P13619,bed_bath_table
P22798,bed_bath_table
P24143,bed_bath_table
P16582,cool_stuff
P28131,stationery
P26143,garden_tools
P29096,computers_accessories
P13267,health_beauty
P24635,pet_shop
P24433,musical_instruments
P22584,signaling_and_security
P11126,bed_bath_table
P30676,office_furniture
P13013,furniture_decor
P1364,electronics
P29649,cool_stuff
P21169,stationery
P21299,auto
P21035,small_appliances
P2783,sports_leisure
P7577,housewares
P28805,perfumery
P21614,home_appliances
P4758,pet_shop
P10656,telephony
P23973,sports_leisure
P20009,furniture_decor
P25091,watches_gifts
P18899,food_drink
P13942,construction_tools_construction
P25534,home_appliances_2
P29378,housewares
P6302,computers_accessories
P27984,housewares
P6403,toys
P24435,market_place
P23469,consoles_games
P12508,toys
P19133,telephony
P8781,pet_shop
P13655,cool_stuff
P5119,bed_bath_table
P30847,office_furniture
P27444,sports_leisure
P16966,electronics
P12773,pet_shop
P5034,housewares
P23286,electronics
P15863,health_beauty
P20415,housewares
P4297,furniture_decor
P27064,computers_accessories
P27980,fashion_bags_accessories
P3896,perfumery
P7846,stationery
P17900,party_supplies
P21049,perfumery
P17527,furniture_decor
P4415,toys
P20442,sports_leisure
P20537,air_conditioning
P3566,computers_accessories
P25021,furniture_decor
P25067,electronics
P22329,bed_bath_table
P21282,computers_accessories
P12642,sports_leisure
P8399,bed_bath_table
P12884,furniture_decor
P10378,sports_leisure
P22119,auto
P5634,cool_stuff
P17327,cool_stuff
P16943,audio
P7346,housewares
P31149,toys
P15627,furniture_decor
P9739,baby
P9853,health_beauty
P22284,furniture_decor
P3260,furniture_decor
P10998,garden_tools
P11729,housewares
P31390,toys
P14510,housewares
P16644,furniture_decor
P18471,housewares
P24794,construction_tools_construction
P4364,health_beauty
P27909,computers_accessories
P23704,christmas_supplies
P6918,market_place
P3184,fashion_shoes
P11912,sports_leisure
P10804,auto
P7855,musical_instruments
P26641,cool_stuff
P14475,home_construction
P4120,watches_gifts
P26190,housewares
P24214,costruction_tools_garden
P17839,pet_shop
P21472,housewares
P18114,watches_gifts
P11913,bed_bath_table
P13002,telephony
P21774,bed_bath_table
P30181,industry_commerce_and_business
P20514,telephony
P2091,fashion_bags_accessories
P22881,fashion_bags_accessories
P8364,watches_gifts
P9873,furniture_bedroom
P5118,bed_bath_table
P12784,housewares
P12213,costruction_tools_tools
P25592,office_furniture
P22130,health_beauty
P22097,bed_bath_table
P1766,sports_leisure
P6524,health_beauty
P31254,food
P12926,toys
P2957,electronics
P29872,health_beauty
P17682,bed_bath_table
P18803,sports_leisure
P29361,bed_bath_table
P3256,watches_gifts
P4681,computers_accessories
P28994,furniture_mattress_and_upholstery
P13593,bed_bath_table
P24816,toys
P9835,luggage_accessories
P19621,sports_leisure
P18401,bed_bath_table
P1155,sports_leisure
P26452,sports_leisure
P26728,furniture_decor
P15342,sports_leisure
P8241,stationery
P9850,home_construction
P6020,telephony
P15864,garden_tools
P7342,sports_leisure
P19635,housewares
P23637,computers_accessories
P12386,telephony
P24133,health_beauty
P9093,telephony
P2093,bed_bath_table
P8962,telephony
P18130,home_construction
P5411,fixed_telephony
P23866,consoles_games
P20734,bed_bath_table
P30352,telephony
P15521,toys
P20623,housewares
P2677,furniture_decor
P28368,health_beauty
P8398,construction_tools_construction
P1003,housewares
P4479,housewares
P2746,auto
P6539,sports_leisure
P9730,watches_gifts
P4188,books_general_interest
P10953,telephony
P24401,furniture_decor
P18935,bed_bath_table
P8016,sports_leisure
P5330,home_appliances
P20662,perfumery
P18259,housewares
P9825,furniture_decor
P18545,furniture_decor
P29319,bed_bath_table
P29953,bed_bath_table
P31460,bed_bath_table
P2309,telephony
P23406,luggage_accessories
P8467,bed_bath_table
P24800,watches_gifts
P8739,garden_tools
P7626,electronics
P4764,cool_stuff
P2040,perfumery
P23345,pet_shop
P947,fashion_bags_accessories
P23839,health_beauty
P6751,housewares
P23744,watches_gifts
P22273,health_beauty
P6126,fashion_bags_accessories
P18873,electronics
P7098,health_beauty
P9111,housewares
P23990,auto
P23682,health_beauty
P7350,fashion_bags_accessories
P4210,bed_bath_table
P24188,bed_bath_table
P28268,home_construction
P17465,telephony
P7008,stationery
P6196,furniture_decor
P30239,toys
P17476,pet_shop
P12800,agro_industry_and_commerce
P5451,music
P8598,fashion_bags_accessories
P6242,watches_gifts
P3876,cool_stuff
P16623,health_beauty
P28690,housewares
P12516,stationery
P1280,toys
P28243,baby
P16346,furniture_decor
P13477,industry_commerce_and_business
P5971,baby
P14586,books_imported
P17607,housewares
P22163,garden_tools
P22128,health_beauty
P28142,housewares
P30060,electronics
P3560,bed_bath_table
P26944,sports_leisure
P29747,stationery
P21638,bed_bath_table
P13627,health_beauty
P7373,furniture_decor
P24080,baby
P8337,bed_bath_table
P15569,stationery
P24696,furniture_decor
P9276,stationery
P12339,computers_accessories
P23929,furniture_decor
P27473,bed_bath_table
P26785,bed_bath_table
P19335,furniture_decor
P13949,electronics
P21225,sports_leisure
P30470,sports_leisure
P14019,housewares
P19738,electronics
P24477,computers_accessories
P31505,electronics
P10082,sports_leisure
P3241,pet_shop
P5708,computers_accessories
P12151,auto
P9205,stationery
P18635,fashion_bags_accessories
P10507,computers_accessories
P6091,baby
P16195,sports_leisure
P10971,garden_tools
P762,sports_leisure
P28287,housewares
P14247,cool_stuff
P14147,furniture_decor
P21022,books_general_interest
P12351,construction_tools_construction
P22501,home_construction
P7175,watches_gifts
P5437,sports_leisure
P13710,baby
P16807,furniture_decor
P19867,office_furniture
P9419,garden_tools
P23570,books_technical
P22283,health_beauty
P17201,watches_gifts
P10701,toys
P18600,bed_bath_table
P20619,agro_industry_and_commerce
P22766,housewares
P10816,bed_bath_table
P6121,bed_bath_table
P27368,pet_shop
P14839,home_appliances
P26167,furniture_living_room
P18907,furniture_decor
P18621,small_appliances
P15954,toys
P2722,furniture_decor
P9818,bed_bath_table
P17409,computers_accessories
P4719,housewares
P25790,electronics
P7453,telephony
P13181,auto
P11072,sports_leisure
P20546,fashion_bags_accessories
P19902,toys
P12405,fashion_male_clothing
P26786,pet_shop
P19899,auto
P1171,cool_stuff
P14748,construction_tools_construction
P13621,fashion_male_clothing
P10161,computers_accessories
P22696,telephony
P8784,sports_leisure
P23420,sports_leisure
P12261,sports_leisure
P2007,auto
P20496,pet_shop
P23592,perfumery
P29367,garden_tools
P27754,housewares
P2828,health_beauty
P4293,pet_shop
P16197,sports_leisure
P5317,pet_shop
P29633,auto
P20436,furniture_decor
P26902,electronics
P14178,bed_bath_table
P13909,fashion_bags_accessories
P16173,housewares
P20328,sports_leisure
P12241,bed_bath_table
P27679,watches_gifts
P6484,construction_tools_construction
P14574,stationery
P11776,auto
P20565,housewares
P10943,garden_tools
P3277,computers_accessories
P30791,telephony
P14495,bed_bath_table
P1276,furniture_decor
P4438,bed_bath_table
P17902,housewares
P2357,toys
P26357,auto
P7718,housewares
P18370,consoles_games
P26797,furniture_decor
P13355,telephony
P23627,watches_gifts
P21430,sports_leisure
P22514,housewares
P2401,construction_tools_lights
P30755,cool_stuff
P25193,bed_bath_table
P1612,construction_tools_construction
P10040,construction_tools_construction
P23064,construction_tools_construction
P17293,health_beauty
P28792,housewares
P24375,bed_bath_table
P2645,home_appliances
P28609,sports_leisure
P10216,watches_gifts
P16827,toys
P7492,air_conditioning
P8220,furniture_decor
P1843,housewares
P20451,auto
P30537,garden_tools
P5189,bed_bath_table
P21243,watches_gifts
P5402,baby
P10056,baby
P7919,telephony
P19782,bed_bath_table
P15376,cool_stuff
P15221,housewares
P10766,housewares
P21621,auto
P7746,cool_stuff
P16313,cool_stuff
P8627,baby
P1851,bed_bath_table
P8520,perfumery
P6310,sports_leisure
P12682,furniture_decor
P11851,furniture_decor
P28394,small_appliances_home_oven_and_coffee
P25816,furniture_decor
P4249,stationery
P4250,bed_bath_table
P11204,consoles_games
P820,auto
P26794,toys
P20,pet_shop
P19818,furniture_decor
P9560,furniture_decor
P4790,computers_accessories
P7285,furniture_decor
P23284,home_construction
P25751,furniture_decor
P27462,auto
P12721,toys
P27254,kitchen_dining_laundry_garden_furniture
P13916,telephony
P22693,baby
P13155,telephony
P20409,watches_gifts
P8733,construction_tools_lights
P24177,fashion_bags_accessories
P27986,housewares
P20096,furniture_decor
P8534,baby
P5925,auto
P23819,health_beauty
P363,bed_bath_table
P14861,sports_leisure
P27504,sports_leisure
P5044,health_beauty
P21611,housewares
P7431,construction_tools_safety
P25399,auto
P20381,telephony
P21700,telephony
P21043,sports_leisure
P21673,auto
P13444,furniture_decor
P10252,market_place
P6860,market_place
P21063,housewares
P16857,bed_bath_table
P18811,furniture_decor
P28245,sports_leisure
P15886,pet_shop
P25775,sports_leisure
P1066,musical_instruments
P2887,home_appliances
P28694,fashion_bags_accessories
P22645,watches_gifts
P3918,sports_leisure
P6733,baby
P1456,drinks
P13514,pet_shop
P22677,bed_bath_table
P16986,housewares
P14558,auto
