user_id,category_1,products_1,category_2,products_2,category_3,products_3,category_4,products_4,category_5,products_5
C20647,computers_accessories,"['P12310', 'P2403', 'P30580', 'P7743', 'P29467']",agro_industry_and_commerce,"['P11675', 'P16377', 'P18203', 'P1318', 'P10955']",bed_bath_table,"['P14876', 'P19050', 'P30720', 'P12424', 'P2960']",watches_gifts,"['P10103', 'P6578', 'P11134', 'P11833', 'P715']",,
C57034,stationery,"['P9129', 'P21745', 'P25762', 'P14127', 'P6319']",agro_industry_and_commerce,"['P11675', 'P16377', 'P18203', 'P1318', 'P10955']",bed_bath_table,"['P14876', 'P19050', 'P30720', 'P12424', 'P2960']",watches_gifts,"['P10103', 'P6578', 'P11134', 'P11833', 'P715']",computers_accessories,"['P12310', 'P2403', 'P30580', 'P7743', 'P29467']"
C58196,housewares,"['P9807', 'P28574', 'P14239', 'P13008', 'P11948']",agro_industry_and_commerce,"['P11675', 'P16377', 'P18203', 'P1318', 'P10955']",bed_bath_table,"['P14876', 'P19050', 'P30720', 'P12424', 'P2960']",watches_gifts,"['P10103', 'P6578', 'P11134', 'P11833', 'P715']",computers_accessories,"['P12310', 'P2403', 'P30580', 'P7743', 'P29467']"
C68078,auto,"['P16030', 'P11797', 'P27197', 'P3062', 'P20330']",agro_industry_and_commerce,"['P11675', 'P16377', 'P18203', 'P1318', 'P10955']",bed_bath_table,"['P14876', 'P19050', 'P30720', 'P12424', 'P2960']",watches_gifts,"['P10103', 'P6578', 'P11134', 'P11833', 'P715']",computers_accessories,"['P12310', 'P2403', 'P30580', 'P7743', 'P29467']"
C29952,health_beauty,"['P19610', 'P7981', 'P8448', 'P23130', 'P27966']",agro_industry_and_commerce,"['P11675', 'P16377', 'P18203', 'P1318', 'P10955']",bed_bath_table,"['P14876', 'P19050', 'P30720', 'P12424', 'P2960']",watches_gifts,"['P10103', 'P6578', 'P11134', 'P11833', 'P715']",computers_accessories,"['P12310', 'P2403', 'P30580', 'P7743', 'P29467']"
C16730,home_appliances,"['P2467', 'P20788', 'P17223', 'P12522', 'P28866']",agro_industry_and_commerce,"['P11675', 'P16377', 'P18203', 'P1318', 'P10955']",bed_bath_table,"['P14876', 'P19050', 'P30720', 'P12424', 'P2960']",watches_gifts,"['P10103', 'P6578', 'P11134', 'P11833', 'P715']",computers_accessories,"['P12310', 'P2403', 'P30580', 'P7743', 'P29467']"
C20144,perfumery,"['P6804', 'P8281', 'P7080', 'P5981', 'P29347']",agro_industry_and_commerce,"['P11675', 'P16377', 'P18203', 'P1318', 'P10955']",bed_bath_table,"['P14876', 'P19050', 'P30720', 'P12424', 'P2960']",watches_gifts,"['P10103', 'P6578', 'P11134', 'P11833', 'P715']",computers_accessories,"['P12310', 'P2403', 'P30580', 'P7743', 'P29467']"
C78325,bed_bath_table,"['P14876', 'P19050', 'P30720', 'P12424', 'P2960']",agro_industry_and_commerce,"['P11675', 'P16377', 'P18203', 'P1318', 'P10955']",sports_leisure,"['P2467', 'P20788', 'P17223', 'P12522', 'P28866']",luggage_accessories,"['P14876', 'P19050', 'P30720', 'P12424', 'P2960']",cine_photo,"['P5711', 'P30561', 'P20441', 'P16109', 'P25245']"
C51076,bed_bath_table,"['P14876', 'P19050', 'P30720', 'P12424', 'P2960']",agro_industry_and_commerce,"['P11675', 'P16377', 'P18203', 'P1318', 'P10955']",watches_gifts,"['P10103', 'P6578', 'P11134', 'P11833', 'P715']",computers_accessories,"['P12310', 'P2403', 'P30580', 'P7743', 'P29467']",,
C62561,auto,"['P16030', 'P11797', 'P27197', 'P3062', 'P20330']",bed_bath_table,"['P14876', 'P19050', 'P30720', 'P12424', 'P2960']",baby,"['P14876', 'P19050', 'P30720', 'P12424', 'P2960']",computers_accessories,"['P12310', 'P2403', 'P30580', 'P7743', 'P29467']",sports_leisure,"['P2467', 'P20788', 'P17223', 'P12522', 'P28866']"
C27753,garden_tools,"['P6804', 'P8281', 'P7080', 'P5981', 'P29347']",agro_industry_and_commerce,"['P11675', 'P16377', 'P18203', 'P1318', 'P10955']",housewares,"['P9807', 'P28574', 'P14239', 'P13008', 'P11948']",baby,"['P14876', 'P19050', 'P30720', 'P12424', 'P2960']",sports_leisure,"['P2467', 'P20788', 'P17223', 'P12522', 'P28866']"
C39497,health_beauty,"['P19610', 'P7981', 'P8448', 'P23130', 'P27966']",agro_industry_and_commerce,"['P11675', 'P16377', 'P18203', 'P1318', 'P10955']",bed_bath_table,"['P14876', 'P19050', 'P30720', 'P12424', 'P2960']",watches_gifts,"['P10103', 'P6578', 'P11134', 'P11833', 'P715']",computers_accessories,"['P12310', 'P2403', 'P30580', 'P7743', 'P29467']"
C41725,bed_bath_table,"['P14876', 'P19050', 'P30720', 'P12424', 'P2960']",furniture_decor,"['P9129', 'P21745', 'P25762', 'P14127', 'P6319']",home_confort,"['P18367', 'P3309', 'P6708', 'P9643', 'P30056']",,,,
C64153,art,"['P15406', 'P13189', 'P18284', 'P27339', 'P21127']",agro_industry_and_commerce,"['P11675', 'P16377', 'P18203', 'P1318', 'P10955']",bed_bath_table,"['P14876', 'P19050', 'P30720', 'P12424', 'P2960']",watches_gifts,"['P10103', 'P6578', 'P11134', 'P11833', 'P715']",computers_accessories,"['P12310', 'P2403', 'P30580', 'P7743', 'P29467']"
C15047,furniture_decor,"['P9129', 'P21745', 'P25762', 'P14127', 'P6319']",bed_bath_table,"['P14876', 'P19050', 'P30720', 'P12424', 'P2960']",agro_industry_and_commerce,"['P11675', 'P16377', 'P18203', 'P1318', 'P10955']",home_appliances,"['P2467', 'P20788', 'P17223', 'P12522', 'P28866']",toys,"['P20929', 'P16056', 'P10193', 'P25513', 'P6201']"
C63309,toys,"['P20929', 'P16056', 'P10193', 'P25513', 'P6201']",agro_industry_and_commerce,"['P11675', 'P16377', 'P18203', 'P1318', 'P10955']",bed_bath_table,"['P14876', 'P19050', 'P30720', 'P12424', 'P2960']",watches_gifts,"['P10103', 'P6578', 'P11134', 'P11833', 'P715']",computers_accessories,"['P12310', 'P2403', 'P30580', 'P7743', 'P29467']"
C72158,watches_gifts,"['P10103', 'P6578', 'P11134', 'P11833', 'P715']",agro_industry_and_commerce,"['P11675', 'P16377', 'P18203', 'P1318', 'P10955']",bed_bath_table,"['P14876', 'P19050', 'P30720', 'P12424', 'P2960']",computers_accessories,"['P12310', 'P2403', 'P30580', 'P7743', 'P29467']",,
C72608,garden_tools,"['P6804', 'P8281', 'P7080', 'P5981', 'P29347']",agro_industry_and_commerce,"['P11675', 'P16377', 'P18203', 'P1318', 'P10955']",bed_bath_table,"['P14876', 'P19050', 'P30720', 'P12424', 'P2960']",watches_gifts,"['P10103', 'P6578', 'P11134', 'P11833', 'P715']",computers_accessories,"['P12310', 'P2403', 'P30580', 'P7743', 'P29467']"
C84359,garden_tools,"['P6804', 'P8281', 'P7080', 'P5981', 'P29347']",health_beauty,"['P19610', 'P7981', 'P8448', 'P23130', 'P27966']",computers_accessories,"['P12310', 'P2403', 'P30580', 'P7743', 'P29467']",baby,"['P14876', 'P19050', 'P30720', 'P12424', 'P2960']",furniture_decor,"['P9129', 'P21745', 'P25762', 'P14127', 'P6319']"
C53312,toys,"['P20929', 'P16056', 'P10193', 'P25513', 'P6201']",agro_industry_and_commerce,"['P11675', 'P16377', 'P18203', 'P1318', 'P10955']",sports_leisure,"['P2467', 'P20788', 'P17223', 'P12522', 'P28866']",watches_gifts,"['P10103', 'P6578', 'P11134', 'P11833', 'P715']",bed_bath_table,"['P14876', 'P19050', 'P30720', 'P12424', 'P2960']"
C785,cool_stuff,"['P19610', 'P7981', 'P8448', 'P23130', 'P27966']",agro_industry_and_commerce,"['P11675', 'P16377', 'P18203', 'P1318', 'P10955']",bed_bath_table,"['P14876', 'P19050', 'P30720', 'P12424', 'P2960']",watches_gifts,"['P10103', 'P6578', 'P11134', 'P11833', 'P715']",computers_accessories,"['P12310', 'P2403', 'P30580', 'P7743', 'P29467']"
C25691,bed_bath_table,"['P14876', 'P19050', 'P30720', 'P12424', 'P2960']",telephony,"['P19860', 'P4151', 'P20093', 'P20262', 'P14946']",toys,"['P20929', 'P16056', 'P10193', 'P25513', 'P6201']",sports_leisure,"['P2467', 'P20788', 'P17223', 'P12522', 'P28866']",cool_stuff,"['P19610', 'P7981', 'P8448', 'P23130', 'P27966']"
C86619,kitchen_dining_laundry_garden_furniture,"['P6804', 'P8281', 'P7080', 'P5981', 'P29347']",agro_industry_and_commerce,"['P11675', 'P16377', 'P18203', 'P1318', 'P10955']",bed_bath_table,"['P14876', 'P19050', 'P30720', 'P12424', 'P2960']",watches_gifts,"['P10103', 'P6578', 'P11134', 'P11833', 'P715']",computers_accessories,"['P12310', 'P2403', 'P30580', 'P7743', 'P29467']"
C85844,health_beauty,"['P19610', 'P7981', 'P8448', 'P23130', 'P27966']",agro_industry_and_commerce,"['P11675', 'P16377', 'P18203', 'P1318', 'P10955']",bed_bath_table,"['P14876', 'P19050', 'P30720', 'P12424', 'P2960']",watches_gifts,"['P10103', 'P6578', 'P11134', 'P11833', 'P715']",computers_accessories,"['P12310', 'P2403', 'P30580', 'P7743', 'P29467']"
C23144,housewares,"['P9807', 'P28574', 'P14239', 'P13008', 'P11948']",toys,"['P20929', 'P16056', 'P10193', 'P25513', 'P6201']",cool_stuff,"['P19610', 'P7981', 'P8448', 'P23130', 'P27966']",watches_gifts,"['P10103', 'P6578', 'P11134', 'P11833', 'P715']",furniture_decor,"['P9129', 'P21745', 'P25762', 'P14127', 'P6319']"
C20717,bed_bath_table,"['P14876', 'P19050', 'P30720', 'P12424', 'P2960']",agro_industry_and_commerce,"['P11675', 'P16377', 'P18203', 'P1318', 'P10955']",watches_gifts,"['P10103', 'P6578', 'P11134', 'P11833', 'P715']",computers_accessories,"['P12310', 'P2403', 'P30580', 'P7743', 'P29467']",,
C70209,bed_bath_table,"['P14876', 'P19050', 'P30720', 'P12424', 'P2960']",agro_industry_and_commerce,"['P11675', 'P16377', 'P18203', 'P1318', 'P10955']",watches_gifts,"['P10103', 'P6578', 'P11134', 'P11833', 'P715']",computers_accessories,"['P12310', 'P2403', 'P30580', 'P7743', 'P29467']",,
